Campaign_Name,Ad_Set_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Reach,Frequency,Clicks,CTR,Link_Clicks,CPC,Spend,Conversions,Revenue,ROAS,AOV,Video_Views,Video_Avg_Watch_Time,Engagement,Post_Reactions,Post_Comments,Post_Shares
Q3_Promo_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-17,Brand_Awareness,Facebook_Feed,Mobile,25-34,Male,1367748,956336,1.43,28536,2.09,25737,2.43,69312.28,1808,225378.9,3.25,124.66,0,0.0,5887,2779,556,326
Q3_Promo_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-17,Brand_Awareness,Instagram_Stories,Mobile,18-24,Male,1142664,777241,1.47,21371,1.87,18881,1.93,41250.8,1854,243003.84,5.89,131.07,857434,22.3,5018,2238,475,211
Flash_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-17,Conversions,Instagram_Stories,Desktop,35-44,Male,1250015,998649,1.25,27596,2.21,24978,2.11,58209.71,1752,278219.62,4.78,158.8,767163,19.8,5389,2243,698,213
Flash_Sale_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-17,Conversions,Instagram_Feed,Mobile,45-54,Female,1392668,1144204,1.22,32763,2.35,28736,2.27,74321.89,3196,424388.83,5.71,132.79,0,0.0,6828,3577,646,326
Holiday_Campaign_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-18,Traffic,Instagram_Stories,Desktop,45-54,Male,1097825,833946,1.32,26574,2.42,21239,2.58,68622.07,2367,387595.89,5.65,163.75,729625,21.0,3895,2195,282,240
Holiday_Campaign_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-18,Conversions,Instagram_Feed,Desktop,35-44,Female,1756495,1263113,1.39,29024,1.65,25979,1.98,57544.82,2831,345282.55,6.0,121.96,0,0.0,6811,4058,752,411
Black_Friday_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-18,Traffic,Instagram_Feed,Desktop,25-34,Male,1011511,785410,1.29,21374,2.11,18542,2.36,50456.07,1787,251762.6,4.99,140.89,0,0.0,4377,2423,365,244
Black_Friday_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-18,Traffic,Instagram_Stories,Desktop,18-24,Female,1153722,886980,1.3,26495,2.3,21253,1.81,48028.81,1650,249393.91,5.19,151.15,854741,13.1,6579,3080,649,413
Cyber_Monday_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-18,Conversions,Instagram_Stories,Desktop,25-34,Female,1669099,1243145,1.34,23641,1.42,18413,1.99,46987.92,1355,206799.79,4.4,152.62,1052973,18.5,6716,3083,737,429
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-18,Brand_Awareness,Instagram_Reels,Desktop,18-24,Male,444050,359040,1.24,9290,2.09,7997,2.2,20440.28,551,66788.28,3.27,121.21,300283,16.3,2776,1336,218,156
Summer_Sale_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-18,Traffic,Instagram_Reels,Mobile,18-24,Male,1517473,1143902,1.33,33951,2.24,31168,2.46,83421.96,3003,466722.43,5.59,155.42,1162293,15.8,5316,2415,441,291
Summer_Sale_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-18,Brand_Awareness,Instagram_Feed,Mobile,45-54,Male,1294410,988954,1.31,18374,1.42,16332,2.04,37569.44,1615,239474.7,6.37,148.28,0,0.0,5861,2502,443,351
Back_To_School_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-18,Traffic,Facebook_Feed,Mobile,45-54,Male,2450576,1892992,1.29,37349,1.52,31124,2.4,89692.37,3489,428646.96,4.78,122.86,0,0.0,8577,4652,783,365
Back_To_School_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-18,Brand_Awareness,Instagram_Reels,Mobile,45-54,Male,1173284,887055,1.32,28409,2.42,26357,2.26,64143.42,2292,277179.06,4.32,120.93,777543,16.7,6243,2982,527,236
Spring_Launch_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-18,Traffic,Instagram_Feed,Desktop,35-44,Female,1114948,768752,1.45,17976,1.61,16768,2.15,38662.98,1465,244171.37,6.32,166.67,0,0.0,7232,3735,858,324
Spring_Launch_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-18,Conversions,Instagram_Stories,Desktop,18-24,Female,1035025,761163,1.36,22843,2.21,20124,2.04,46540.57,1425,217567.55,4.67,152.68,572746,18.8,5775,3119,665,353
Valentine_Day_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-18,Brand_Awareness,Instagram_Feed,Mobile,25-34,Male,534001,418943,1.27,11443,2.14,9116,1.78,20398.37,797,112931.68,5.54,141.7,0,0.0,2857,1628,233,110
Valentine_Day_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-18,Brand_Awareness,Instagram_Stories,Desktop,35-44,Male,1164904,805189,1.45,22997,1.97,19881,2.24,51430.71,1382,164883.05,3.21,119.31,637698,18.9,5979,2671,647,356
New_Year_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-18,Brand_Awareness,Instagram_Stories,Mobile,45-54,Female,753693,565058,1.33,16786,2.23,13561,2.03,34089.65,1434,241027.07,7.07,168.08,550633,18.9,4289,2028,465,210
New_Year_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-18,Conversions,Instagram_Reels,Desktop,45-54,Male,1008145,786615,1.28,20845,2.07,17217,2.56,53404.44,1188,159566.03,2.99,134.31,539145,20.9,5651,2634,624,264
Q3_Promo_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-18,Conversions,Instagram_Stories,Desktop,25-34,Male,1844608,1370779,1.35,34950,1.89,32290,1.98,69228.04,2159,323641.66,4.68,149.9,1424081,16.7,6799,3180,682,270
Q3_Promo_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-18,Traffic,Instagram_Feed,Mobile,18-24,Female,863122,711784,1.21,16762,1.94,13833,2.11,35411.73,1031,172413.99,4.87,167.23,0,0.0,4095,1955,448,197
Flash_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-18,Brand_Awareness,Instagram_Stories,Mobile,18-24,Male,1699397,1162756,1.46,40385,2.38,37351,2.33,94133.94,4111,512983.22,5.45,124.78,1094629,19.1,8913,4280,804,345
Flash_Sale_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-18,Conversions,Facebook_Feed,Mobile,45-54,Female,498370,348559,1.43,11369,2.28,9100,1.81,20595.37,938,141190.88,6.86,150.52,0,0.0,3047,1570,276,180
Holiday_Campaign_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-19,Traffic,Instagram_Reels,Desktop,35-44,Male,1590760,1092680,1.46,33072,2.08,30405,2.11,69740.75,2322,288673.89,4.14,124.32,889832,17.3,8410,3499,1062,484
Holiday_Campaign_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-19,Traffic,Facebook_Feed,Desktop,25-34,Male,738469,590233,1.25,11049,1.5,9348,2.31,25572.71,1058,170804.83,6.68,161.44,0,0.0,3198,1880,247,195
Black_Friday_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-19,Conversions,Instagram_Stories,Desktop,35-44,Female,1708826,1198866,1.43,38730,2.27,29893,2.12,81982.58,3128,468190.98,5.71,149.68,1304421,19.9,8448,4747,1073,301
Black_Friday_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-19,Conversions,Facebook_Feed,Desktop,45-54,Male,2530294,1740639,1.45,60151,2.38,48882,1.88,112862.41,4638,711234.9,6.3,153.35,0,0.0,11747,4826,1244,729
Cyber_Monday_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-19,Brand_Awareness,Instagram_Feed,Mobile,18-24,Female,1204606,852198,1.41,23262,1.93,17986,2.48,57736.96,2225,333981.46,5.78,150.1,0,0.0,5492,3075,567,328
Cyber_Monday_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-19,Conversions,Instagram_Reels,Desktop,18-24,Male,2129670,1688105,1.26,45112,2.12,37686,2.6,117426.19,3697,558598.93,4.76,151.1,1229515,19.4,11105,4852,817,590
Summer_Sale_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-19,Conversions,Facebook_Feed,Desktop,18-24,Male,1137199,856891,1.33,19015,1.67,16701,1.83,34806.83,1468,184197.7,5.29,125.48,0,0.0,4609,2030,429,168
Summer_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-19,Traffic,Instagram_Stories,Desktop,35-44,Male,615695,462852,1.33,12190,1.98,10118,2.5,30456.09,767,111468.43,3.66,145.33,330093,13.4,3214,1649,394,166
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-19,Conversions,Instagram_Feed,Mobile,25-34,Female,679833,463852,1.47,10317,1.52,7969,1.92,19840.04,845,129659.49,6.54,153.44,0,0.0,2472,1456,297,108
Back_To_School_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-19,Conversions,Instagram_Reels,Mobile,45-54,Male,841563,589500,1.43,13063,1.55,10266,2.22,28951.97,885,121043.31,4.18,136.77,654122,20.0,5341,2288,496,275
Spring_Launch_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-19,Traffic,Instagram_Stories,Desktop,45-54,Male,1451515,980684,1.48,31998,2.2,27969,2.12,67883.57,2543,356263.35,5.25,140.1,763847,16.2,5851,2455,745,309
Spring_Launch_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-19,Conversions,Instagram_Feed,Desktop,18-24,Male,1610994,1163628,1.38,30154,1.87,24282,1.85,55644.07,1947,315912.07,5.68,162.26,0,0.0,8913,4540,877,558
Valentine_Day_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-19,Brand_Awareness,Facebook_Feed,Desktop,35-44,Male,1360752,975781,1.39,24764,1.82,22238,2.63,65213.84,1672,278738.83,4.27,166.71,0,0.0,8153,3627,766,385
Valentine_Day_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-19,Brand_Awareness,Instagram_Stories,Desktop,25-34,Female,2136055,1499796,1.42,50389,2.36,41410,2.4,121093.13,3837,573803.65,4.74,149.54,1573159,21.3,13028,5366,1452,510
New_Year_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-19,Traffic,Instagram_Reels,Desktop,18-24,Female,965482,731148,1.32,18182,1.88,15515,2.64,47944.9,1136,176280.45,3.68,155.18,601456,14.0,3838,2263,471,238
New_Year_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-19,Traffic,Facebook_Feed,Mobile,35-44,Male,1679403,1186073,1.42,30674,1.83,26955,2.19,67045.58,2333,319044.87,4.76,136.75,0,0.0,8869,4568,706,435
Q3_Promo_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-19,Conversions,Instagram_Stories,Desktop,35-44,Male,714131,543127,1.31,11798,1.65,10514,1.78,21026.1,861,138838.26,6.6,161.25,476048,15.4,3988,2047,469,227
Q3_Promo_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-19,Conversions,Instagram_Feed,Desktop,35-44,Female,761590,569841,1.34,11879,1.56,9615,2.13,25288.1,1006,146669.83,5.8,145.8,0,0.0,3324,1333,331,144
Flash_Sale_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-19,Conversions,Facebook_Feed,Desktop,45-54,Male,633210,429691,1.47,13308,2.1,12310,1.91,25464.59,1046,126882.39,4.98,121.3,0,0.0,3404,1736,321,172
Flash_Sale_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-19,Brand_Awareness,Instagram_Reels,Mobile,35-44,Female,651010,458600,1.42,9290,1.43,8467,2.27,21068.45,917,138121.13,6.56,150.62,475655,17.2,3743,2180,390,151
Holiday_Campaign_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-20,Conversions,Instagram_Reels,Mobile,25-34,Female,736797,519292,1.42,12497,1.7,10211,2.25,28099.73,1052,148055.31,5.27,140.74,501028,13.5,2772,1204,280,114
Holiday_Campaign_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-20,Conversions,Instagram_Stories,Desktop,35-44,Female,701237,515442,1.36,16649,2.37,12775,2.33,38816.37,1466,237964.1,6.13,162.32,534704,12.8,2777,1602,270,144
Black_Friday_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-20,Brand_Awareness,Instagram_Stories,Desktop,35-44,Female,726002,564001,1.29,18281,2.52,17083,2.39,43759.93,1275,212957.69,4.87,167.03,386812,15.1,4495,2028,374,175
Black_Friday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-20,Conversions,Instagram_Reels,Mobile,45-54,Male,1774831,1331138,1.33,39221,2.21,31598,2.43,95192.33,3627,486492.0,5.11,134.13,1112424,14.9,11411,6037,1438,503
Cyber_Monday_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-20,Brand_Awareness,Instagram_Stories,Desktop,35-44,Female,1392554,1099948,1.27,31053,2.23,28853,2.11,65407.82,1933,299535.97,4.58,154.96,988184,18.8,5737,2873,509,274
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-20,Traffic,Instagram_Reels,Desktop,25-34,Female,1274642,1002865,1.27,21397,1.68,17843,2.0,42726.86,1402,226333.92,5.3,161.44,964146,16.6,7334,4249,885,296
Summer_Sale_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-20,Traffic,Instagram_Stories,Mobile,45-54,Female,1415432,1035390,1.37,25578,1.81,19838,2.19,55960.39,1566,204230.37,3.65,130.42,852663,21.3,8671,3992,1053,526
Summer_Sale_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-20,Brand_Awareness,Instagram_Reels,Desktop,25-34,Female,1493269,1040814,1.43,33275,2.23,30801,2.36,78550.15,2393,347065.41,4.42,145.03,1027202,18.1,5763,2664,680,350
Back_To_School_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-20,Traffic,Instagram_Reels,Mobile,25-34,Male,1148605,939395,1.22,20612,1.79,18088,2.42,49914.15,1957,334360.27,6.7,170.85,690724,21.9,4473,2419,512,247
Back_To_School_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-20,Traffic,Instagram_Stories,Desktop,35-44,Male,1156213,931857,1.24,18529,1.6,14343,2.39,44309.68,1460,241261.62,5.44,165.25,716485,14.4,6948,3541,565,393
Spring_Launch_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-20,Conversions,Instagram_Reels,Desktop,25-34,Female,1893860,1450028,1.31,36988,1.95,33506,2.49,92100.68,3330,406637.22,4.42,122.11,1397861,19.8,10588,5003,1299,600
Spring_Launch_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-20,Traffic,Facebook_Feed,Desktop,45-54,Male,1106629,814663,1.36,27263,2.46,21074,2.61,71048.65,2415,368576.83,5.19,152.62,0,0.0,4771,2145,603,209
Valentine_Day_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-20,Traffic,Instagram_Reels,Desktop,18-24,Female,2297317,1686157,1.36,36001,1.57,27606,2.24,80604.31,3702,508691.45,6.31,137.41,1407956,16.3,11628,5676,1427,583
Valentine_Day_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-20,Traffic,Instagram_Feed,Mobile,18-24,Male,1887836,1313472,1.44,48692,2.58,39318,1.82,88841.49,4276,643671.62,7.25,150.53,0,0.0,8958,4339,1049,366
New_Year_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-20,Conversions,Instagram_Feed,Mobile,45-54,Female,1672267,1291511,1.29,31819,1.9,26819,1.99,63187.75,2930,427037.93,6.76,145.75,0,0.0,7462,3874,968,358
New_Year_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-20,Traffic,Facebook_Feed,Mobile,35-44,Male,1967499,1429884,1.38,28837,1.47,23061,2.13,61378.16,1918,222513.26,3.63,116.01,0,0.0,12287,6988,1407,491
Q3_Promo_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-20,Conversions,Instagram_Stories,Desktop,45-54,Male,944769,647299,1.46,21435,2.27,19782,2.14,45846.71,1322,192640.23,4.2,145.72,576966,16.6,5067,2755,388,182
Q3_Promo_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-20,Conversions,Instagram_Reels,Mobile,35-44,Female,881751,625963,1.41,12914,1.46,10296,1.79,23171.37,966,157012.97,6.78,162.54,536742,17.4,4873,2445,592,297
Flash_Sale_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-20,Brand_Awareness,Instagram_Stories,Desktop,45-54,Male,1124471,890251,1.26,21959,1.95,20490,2.19,47985.78,2269,362506.84,7.55,159.77,657407,18.4,7282,4161,552,409
Flash_Sale_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-20,Brand_Awareness,Instagram_Reels,Desktop,18-24,Female,1779506,1203030,1.48,33529,1.88,26987,2.48,83172.2,2420,396871.23,4.77,164.0,925619,15.9,7515,3357,556,305
Holiday_Campaign_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-21,Traffic,Instagram_Feed,Mobile,18-24,Male,1260131,905661,1.39,23953,1.9,19858,2.53,60620.16,2382,344416.96,5.68,144.59,0,0.0,5658,2384,719,208
Holiday_Campaign_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-21,Conversions,Facebook_Feed,Mobile,25-34,Male,1456209,1048048,1.39,25985,1.78,20604,2.45,63642.0,1607,245589.11,3.86,152.82,0,0.0,5637,2334,702,229
Black_Friday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-21,Conversions,Instagram_Feed,Desktop,25-34,Female,2171643,1643270,1.32,32431,1.49,30077,1.98,64126.65,3154,396744.75,6.19,125.79,0,0.0,13164,5300,1325,764
Black_Friday_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-21,Conversions,Instagram_Reels,Desktop,45-54,Male,2254291,1829087,1.23,53732,2.38,49218,1.94,103988.26,3741,496655.81,4.78,132.76,1393228,16.8,11572,4998,1289,463
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-21,Brand_Awareness,Instagram_Reels,Desktop,18-24,Male,825535,619565,1.33,19447,2.36,17321,2.33,45273.98,1234,182297.13,4.03,147.73,448047,16.7,3913,1596,338,249
Cyber_Monday_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-21,Brand_Awareness,Instagram_Feed,Mobile,18-24,Male,1612007,1173297,1.37,23401,1.45,18614,2.11,49262.65,2375,294950.17,5.99,124.19,0,0.0,9334,3936,1202,433
Summer_Sale_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-21,Brand_Awareness,Instagram_Stories,Desktop,45-54,Female,2041254,1482743,1.38,43952,2.15,35057,1.89,83003.29,4440,751352.53,9.05,169.22,1532454,19.4,12094,5004,1089,537
Summer_Sale_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-21,Brand_Awareness,Instagram_Reels,Desktop,18-24,Female,1338935,975271,1.37,21131,1.58,18307,2.48,52334.26,1570,194164.39,3.71,123.67,764717,15.2,5890,3113,624,329
Back_To_School_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-21,Conversions,Instagram_Stories,Desktop,18-24,Male,1061363,847604,1.25,17458,1.64,14747,2.46,43030.93,1128,138035.68,3.21,122.37,795765,16.3,5892,2386,656,262
Back_To_School_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-21,Traffic,Instagram_Feed,Desktop,18-24,Male,940920,721188,1.3,15891,1.69,13201,1.83,29095.01,1002,133549.25,4.59,133.28,0,0.0,3546,2064,249,175
Spring_Launch_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-21,Conversions,Instagram_Stories,Desktop,25-34,Female,1073602,774230,1.39,26961,2.51,21366,2.61,70366.39,1776,282403.24,4.01,159.01,710870,22.2,5541,2808,452,221
Spring_Launch_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-21,Conversions,Instagram_Feed,Mobile,25-34,Female,1382044,1000842,1.38,25519,1.85,22818,2.06,52522.3,2595,412085.51,7.85,158.8,0,0.0,7314,4214,533,312
Valentine_Day_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-21,Conversions,Instagram_Stories,Mobile,35-44,Male,1484488,1052571,1.41,34034,2.29,31354,2.13,72591.72,2464,423241.14,5.83,171.77,943632,17.9,6761,3934,704,391
Valentine_Day_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-21,Brand_Awareness,Instagram_Reels,Desktop,45-54,Female,2298090,1669050,1.38,44133,1.92,40127,2.08,91781.84,4153,708408.58,7.72,170.58,1567377,20.6,13593,7734,1273,496
New_Year_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-21,Conversions,Instagram_Reels,Desktop,25-34,Male,1586479,1231208,1.29,30784,1.94,27469,2.07,63850.47,2661,337447.66,5.28,126.81,1134072,18.5,6523,2990,749,322
New_Year_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-21,Traffic,Instagram_Feed,Desktop,18-24,Female,805999,660992,1.22,18200,2.26,16884,2.14,38872.51,1434,241028.73,6.2,168.08,0,0.0,4090,2214,348,197
Q3_Promo_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-21,Traffic,Instagram_Feed,Desktop,18-24,Male,821909,580183,1.42,11516,1.4,8886,2.62,30172.03,778,120179.23,3.98,154.47,0,0.0,4945,2522,391,281
Q3_Promo_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-21,Conversions,Facebook_Feed,Mobile,45-54,Male,1475320,1157665,1.27,34281,2.32,31909,2.26,77637.4,2481,381108.75,4.91,153.61,0,0.0,5466,3167,421,245
Flash_Sale_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-21,Brand_Awareness,Instagram_Stories,Desktop,35-44,Female,811697,620620,1.31,15197,1.87,12848,2.51,38174.89,1099,182917.21,4.79,166.44,440682,21.0,4904,2139,469,195
Flash_Sale_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-21,Traffic,Instagram_Reels,Mobile,25-34,Female,2237313,1689847,1.32,48379,2.16,38625,1.95,94161.81,2805,377777.17,4.01,134.68,1489007,21.9,12306,5993,1565,696
Holiday_Campaign_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-22,Traffic,Instagram_Reels,Mobile,25-34,Male,785660,592496,1.33,13440,1.71,10402,2.4,32241.95,830,110855.59,3.44,133.56,517311,18.7,4165,1804,386,222
Holiday_Campaign_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-22,Brand_Awareness,Facebook_Feed,Desktop,25-34,Female,2533667,1986761,1.28,63522,2.51,56825,2.28,144875.32,4142,640633.89,4.42,154.67,0,0.0,13606,7081,1352,691
Black_Friday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-22,Brand_Awareness,Instagram_Feed,Mobile,25-34,Female,562313,423363,1.33,9205,1.64,8301,1.92,17705.67,553,78140.16,4.41,141.3,0,0.0,3078,1500,266,159
Black_Friday_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-22,Traffic,Instagram_Reels,Mobile,25-34,Male,732640,597050,1.23,18368,2.51,15620,2.05,37627.54,1678,198221.05,5.27,118.13,471409,16.2,4587,1845,473,262
Cyber_Monday_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-22,Traffic,Instagram_Feed,Desktop,45-54,Male,1695568,1166229,1.45,43524,2.57,37128,2.3,100126.26,2931,422189.71,4.22,144.04,0,0.0,8117,3368,619,488
Cyber_Monday_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-22,Traffic,Facebook_Feed,Desktop,45-54,Female,555592,391272,1.42,11144,2.01,9981,1.81,20220.93,932,114556.04,5.67,122.91,0,0.0,2005,823,240,77
Summer_Sale_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-22,Brand_Awareness,Facebook_Feed,Desktop,35-44,Female,1107725,820475,1.35,26727,2.41,21638,2.13,56958.1,1547,219746.02,3.86,142.05,0,0.0,5796,2980,521,257
Summer_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-22,Traffic,Instagram_Stories,Mobile,18-24,Female,1399109,1021377,1.37,21257,1.52,19031,2.61,55487.6,2180,362259.59,6.53,166.17,946085,20.2,6093,3205,593,301
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-22,Brand_Awareness,Instagram_Feed,Desktop,25-34,Female,1090332,782081,1.39,19425,1.78,17913,1.81,35149.1,1540,260171.37,7.4,168.94,0,0.0,5812,2959,493,263
Back_To_School_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-22,Traffic,Facebook_Feed,Desktop,35-44,Female,1995854,1514619,1.32,40270,2.02,31488,1.77,71443.2,4117,567591.02,7.94,137.87,0,0.0,10597,4407,1176,667
Spring_Launch_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-22,Traffic,Instagram_Stories,Desktop,18-24,Male,741002,514194,1.44,15546,2.1,13918,2.12,32920.93,1527,234583.25,7.13,153.62,558570,19.3,2885,1332,236,179
Spring_Launch_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-22,Brand_Awareness,Instagram_Feed,Mobile,18-24,Male,1648154,1279725,1.29,29026,1.76,23113,2.43,70407.7,2286,295112.99,4.19,129.1,0,0.0,8817,3597,789,432
Valentine_Day_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-22,Conversions,Facebook_Feed,Mobile,35-44,Male,847664,697371,1.22,13994,1.65,11015,1.94,27135.91,1300,182883.13,6.74,140.68,0,0.0,4404,1780,317,213
Valentine_Day_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-22,Traffic,Instagram_Stories,Desktop,35-44,Male,1522967,1230231,1.24,22906,1.5,19619,2.56,58722.79,1709,280472.22,4.78,164.11,844882,22.7,8763,5154,969,402
New_Year_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-22,Conversions,Instagram_Stories,Desktop,25-34,Female,2367514,1695933,1.4,42582,1.8,37648,2.43,103622.37,4284,547831.66,5.29,127.88,1722317,20.6,8739,4172,759,385
New_Year_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-22,Conversions,Facebook_Feed,Mobile,18-24,Male,1934569,1492358,1.3,43744,2.26,40726,2.09,91509.72,4133,583591.16,6.38,141.2,0,0.0,11817,5153,1499,491
Q3_Promo_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-22,Brand_Awareness,Instagram_Stories,Desktop,18-24,Male,1754535,1383325,1.27,32853,1.87,28529,2.15,70674.18,3010,389022.07,5.5,129.24,939025,15.8,8637,3745,788,405
Q3_Promo_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-22,Conversions,Instagram_Feed,Desktop,25-34,Female,476308,363182,1.31,11722,2.46,9269,2.29,26797.32,1030,144531.05,5.39,140.32,0,0.0,2668,1286,267,93
Flash_Sale_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-22,Brand_Awareness,Instagram_Reels,Mobile,18-24,Female,1417018,1097057,1.29,20491,1.45,16958,2.62,53718.14,1561,226521.13,4.22,145.11,1072090,20.3,7433,4159,905,362
Flash_Sale_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-22,Traffic,Facebook_Feed,Desktop,25-34,Male,633858,464559,1.36,16227,2.56,14336,1.83,29747.93,1580,227318.51,7.64,143.87,0,0.0,2349,1197,223,144
Holiday_Campaign_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-23,Traffic,Facebook_Feed,Mobile,45-54,Female,778652,622119,1.25,16112,2.07,12475,2.62,42136.49,1298,172466.37,4.09,132.87,0,0.0,3821,2183,337,155
Holiday_Campaign_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-23,Conversions,Instagram_Feed,Mobile,45-54,Female,742920,534663,1.39,17355,2.34,14668,1.96,34018.99,1110,150181.12,4.41,135.3,0,0.0,4695,2200,607,232
Black_Friday_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-23,Conversions,Facebook_Feed,Desktop,35-44,Female,936343,757193,1.24,18281,1.95,16190,2.63,47999.8,1067,129756.04,2.7,121.61,0,0.0,5300,2418,429,191
